Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
79,51,55,79,50,56,52,53,54,42,40,45,44,64,51,42,43,40,55,47,54,49,52,81,62,50,60,45,42,LB
70,82,67,69,74,67,64,67,73,61,59,70,53,68,69,68,54,65,63,72,74,73,57,72,73,69,77,71,60,CDM
70,82,67,69,74,67,64,67,73,61,59,70,53,68,69,68,54,65,63,72,74,73,57,72,73,69,77,71,60,CM
86,55,91,83,68,75,66,62,75,65,57,34,37,66,60,61,13,50,59,62,66,64,27,82,76,41,67,63,50,RM
86,55,91,83,68,75,66,62,75,65,57,34,37,66,60,61,13,50,59,62,66,64,27,82,76,41,67,63,50,LM
83,68,82,76,83,77,79,79,84,71,70,59,68,74,80,82,62,75,70,72,79,83,68,76,73,69,71,79,69,CM
83,68,82,76,83,77,79,79,84,71,70,59,68,74,80,82,62,75,70,72,79,83,68,76,73,69,71,79,69,CAM
68,74,65,69,61,60,61,43,65,39,36,61,71,71,43,37,62,44,45,63,56,51,67,67,74,63,65,44,33,LB
71,39,72,74,61,54,58,43,66,60,36,70,16,61,52,62,16,67,60,53,59,61,12,74,57,18,58,53,55,LM
71,39,72,74,61,54,58,43,66,60,36,70,16,61,52,62,16,67,60,53,59,61,12,74,57,18,58,53,55,ST
60,45,71,72,64,62,69,69,63,43,63,32,46,66,66,58,37,50,55,59,66,65,43,59,62,50,45,66,51,CAM
60,45,71,72,64,62,69,69,63,43,63,32,46,66,66,58,37,50,55,59,66,65,43,59,62,50,45,66,51,LM
64,49,60,63,65,65,56,56,62,52,49,49,42,60,62,43,49,63,56,58,64,64,57,50,57,54,61,60,57,CM
86,83,65,65,75,68,78,60,76,53,60,69,67,74,74,69,74,52,65,75,72,80,76,87,89,76,70,68,66,RB
83,53,75,70,72,67,63,63,68,70,58,59,31,81,56,67,16,77,76,66,66,67,34,82,69,28,60,62,69,CAM
83,53,75,70,72,67,63,63,68,70,58,59,31,81,56,67,16,77,76,66,66,67,34,82,69,28,60,62,69,CF
69,75,71,71,74,68,60,52,69,55,62,55,76,64,74,58,71,45,58,75,79,59,69,66,83,74,67,72,43,CM
80,57,69,60,72,65,72,70,70,67,55,59,56,55,67,73,45,52,71,65,68,77,48,82,78,54,69,73,62,RM
80,57,69,60,72,65,72,70,70,67,55,59,56,55,67,73,45,52,71,65,68,77,48,82,78,54,69,73,62,LM
52,52,75,66,75,77,73,59,74,53,49,63,76,68,72,54,72,58,65,73,75,69,67,67,83,69,69,72,53,CDM
52,52,75,66,75,77,73,59,74,53,49,63,76,68,72,54,72,58,65,73,75,69,67,67,83,69,69,72,53,CM
86,38,81,71,57,56,56,54,61,44,42,42,22,64,42,42,21,46,47,48,54,58,23,84,70,28,54,48,42,LM
86,38,81,71,57,56,56,54,61,44,42,42,22,64,42,42,21,46,47,48,54,58,23,84,70,28,54,48,42,RM
79,63,75,56,64,57,52,28,67,55,29,63,24,66,43,49,25,59,65,58,59,62,22,84,62,22,78,59,45,ST
79,63,75,56,64,57,52,28,67,55,29,63,24,66,43,49,25,59,65,58,59,62,22,84,62,22,78,59,45,RM
79,63,75,56,64,57,52,28,67,55,29,63,24,66,43,49,25,59,65,58,59,62,22,84,62,22,78,59,45,RW
88,30,82,71,63,55,42,46,70,64,34,64,16,65,41,57,20,78,60,58,53,66,23,88,71,17,67,53,50,LW
88,30,82,71,63,55,42,46,70,64,34,64,16,65,41,57,20,78,60,58,53,66,23,88,71,17,67,53,50,ST
88,30,82,71,63,55,42,46,70,64,34,64,16,65,41,57,20,78,60,58,53,66,23,88,71,17,67,53,50,RW
58,52,64,70,61,56,41,45,51,42,39,49,45,51,58,45,43,50,50,50,64,53,48,59,61,56,57,60,39,CDM
58,52,64,70,61,56,41,45,51,42,39,49,45,51,58,45,43,50,50,50,64,53,48,59,61,56,57,60,39,CM
71,28,75,79,61,49,60,54,65,57,41,50,16,56,56,56,20,58,49,55,61,55,21,72,60,18,58,51,49,CAM
68,69,75,79,65,55,55,57,64,44,35,50,55,59,64,59,53,49,57,58,65,61,53,64,69,58,52,60,59,CDM
68,69,75,79,65,55,55,57,64,44,35,50,55,59,64,59,53,49,57,58,65,61,53,64,69,58,52,60,59,CM
71,60,75,80,61,51,64,57,64,32,37,40,57,53,60,58,64,36,51,57,66,49,64,68,69,62,42,48,33,LB
71,60,75,80,61,51,64,57,64,32,37,40,57,53,60,58,64,36,51,57,66,49,64,68,69,62,42,48,33,RB
60,90,71,66,76,76,63,62,74,63,57,73,84,81,70,63,79,65,65,84,78,79,79,68,88,86,93,67,60,CM
60,90,71,66,76,76,63,62,74,63,57,73,84,81,70,63,79,65,65,84,78,79,79,68,88,86,93,67,60,CDM
76,47,79,68,76,63,67,62,77,63,40,56,57,49,62,54,60,44,71,60,67,56,55,73,61,66,57,68,38,LM
76,47,79,68,76,63,67,62,77,63,40,56,57,49,62,54,60,44,71,60,67,56,55,73,61,66,57,68,38,CM
76,47,79,68,76,63,67,62,77,63,40,56,57,49,62,54,60,44,71,60,67,56,55,73,61,66,57,68,38,CAM
51,70,58,52,60,45,41,47,55,35,39,62,51,68,53,48,46,51,52,49,60,68,51,50,69,53,73,46,36,CDM
51,70,58,52,60,45,41,47,55,35,39,62,51,68,53,48,46,51,52,49,60,68,51,50,69,53,73,46,36,CB
60,70,62,51,62,57,63,68,57,53,71,51,64,74,62,64,64,62,57,60,64,72,53,57,68,64,70,63,55,CM
60,70,62,51,62,57,63,68,57,53,71,51,64,74,62,64,64,62,57,60,64,72,53,57,68,64,70,63,55,CDM
68,40,77,79,68,65,62,71,73,69,70,50,40,61,61,41,29,68,76,68,67,49,31,59,59,33,54,62,67,CAM
72,52,70,75,66,60,58,63,63,61,68,40,58,51,63,68,45,47,56,60,65,72,50,72,59,54,66,61,59,CDM
72,52,70,75,66,60,58,63,63,61,68,40,58,51,63,68,45,47,56,60,65,72,50,72,59,54,66,61,59,CM
72,52,70,75,66,60,58,63,63,61,68,40,58,51,63,68,45,47,56,60,65,72,50,72,59,54,66,61,59,CAM
78,29,79,78,63,57,66,43,70,60,37,64,19,64,58,48,51,60,63,56,59,53,53,75,72,59,41,45,50,ST
78,29,79,78,63,57,66,43,70,60,37,64,19,64,58,48,51,60,63,56,59,53,53,75,72,59,41,45,50,LW
75,80,75,73,73,71,73,68,79,67,66,71,51,72,66,65,59,65,73,72,69,69,60,79,78,56,72,70,59,LM
62,61,61,51,55,50,52,46,57,58,30,54,17,57,37,56,25,59,57,58,53,57,22,65,54,30,63,57,53,LW
62,61,61,51,55,50,52,46,57,58,30,54,17,57,37,56,25,59,57,58,53,57,22,65,54,30,63,57,53,ST
58,51,55,64,59,50,63,52,58,55,56,44,45,41,59,53,35,55,55,56,61,57,38,60,61,34,62,52,51,CDM
58,51,55,64,59,50,63,52,58,55,56,44,45,41,59,53,35,55,55,56,61,57,38,60,61,34,62,52,51,RM
58,51,55,64,59,50,63,52,58,55,56,44,45,41,59,53,35,55,55,56,61,57,38,60,61,34,62,52,51,LM
74,52,72,71,70,63,74,72,67,69,77,53,26,59,69,75,27,67,56,62,71,76,25,71,74,47,75,65,71,CM
74,52,72,71,70,63,74,72,67,69,77,53,26,59,69,75,27,67,56,62,71,76,25,71,74,47,75,65,71,LM
71,48,72,60,77,60,73,69,76,69,63,43,31,36,71,71,29,57,67,68,76,74,26,75,61,37,67,71,67,ST
71,48,72,60,77,60,73,69,76,69,63,43,31,36,71,71,29,57,67,68,76,74,26,75,61,37,67,71,67,RM
71,48,72,60,77,60,73,69,76,69,63,43,31,36,71,71,29,57,67,68,76,74,26,75,61,37,67,71,67,CAM
71,48,72,60,77,60,73,69,76,69,63,43,31,36,71,71,29,57,67,68,76,74,26,75,61,37,67,71,67,LM
65,64,55,69,68,66,66,65,65,61,61,60,53,61,67,61,66,54,58,54,70,66,62,63,65,66,57,62,64,CAM
65,64,55,69,68,66,66,65,65,61,61,60,53,61,67,61,66,54,58,54,70,66,62,63,65,66,57,62,64,CM
50,81,71,49,57,62,46,53,65,59,33,62,52,75,60,47,63,54,52,57,62,63,58,75,73,63,90,41,58,LB
50,81,71,49,57,62,46,53,65,59,33,62,52,75,60,47,63,54,52,57,62,63,58,75,73,63,90,41,58,CB
64,55,65,65,63,52,48,37,60,31,49,47,55,60,57,29,52,39,33,60,62,53,55,60,67,60,64,50,31,CDM
68,41,68,74,64,50,61,55,66,58,41,47,27,55,49,46,21,50,53,53,57,59,24,64,53,19,41,49,56,RM
68,41,68,74,64,50,61,55,66,58,41,47,27,55,49,46,21,50,53,53,57,59,24,64,53,19,41,49,56,ST
91,60,84,79,77,70,72,76,80,71,72,46,18,48,62,69,35,69,74,72,67,73,28,92,72,35,60,68,61,RM
91,60,84,79,77,70,72,76,80,71,72,46,18,48,62,69,35,69,74,72,67,73,28,92,72,35,60,68,61,RW
71,62,66,69,60,54,60,58,59,39,34,57,62,71,45,31,59,46,51,64,60,43,63,67,70,61,55,43,32,RM
71,62,66,69,60,54,60,58,59,39,34,57,62,71,45,31,59,46,51,64,60,43,63,67,70,61,55,43,32,RB
45,57,52,51,82,78,88,81,77,74,76,75,63,39,83,81,15,84,77,85,85,73,42,51,55,57,61,84,61,RW
45,57,52,51,82,78,88,81,77,74,76,75,63,39,83,81,15,84,77,85,85,73,42,51,55,57,61,84,61,CAM
45,57,52,51,82,78,88,81,77,74,76,75,63,39,83,81,15,84,77,85,85,73,42,51,55,57,61,84,61,CM
64,77,58,55,64,61,64,63,62,67,67,64,26,61,49,61,20,60,67,63,62,70,26,63,81,27,82,56,58,ST
65,68,73,66,63,62,61,61,62,34,41,68,64,65,60,41,67,35,36,67,63,49,67,69,65,69,67,38,22,RB
72,34,55,70,50,46,49,44,56,53,33,37,19,45,46,33,27,50,47,49,53,50,30,65,47,24,51,45,40,RM
70,46,67,56,72,69,56,57,64,72,50,71,13,81,35,44,12,68,70,64,60,70,12,68,56,13,73,50,68,ST
64,80,81,62,68,72,72,70,64,50,69,63,69,66,70,61,63,69,55,72,68,74,60,66,74,66,77,66,58,CM
64,80,81,62,68,72,72,70,64,50,69,63,69,66,70,61,63,69,55,72,68,74,60,66,74,66,77,66,58,CDM
74,58,67,70,67,61,70,68,70,55,60,69,60,80,74,45,67,59,72,69,76,54,68,79,82,65,68,72,50,RB
66,60,60,59,60,52,44,45,58,39,50,60,54,63,60,44,57,51,55,59,66,57,61,53,57,58,67,65,38,CDM
66,60,60,59,60,52,44,45,58,39,50,60,54,63,60,44,57,51,55,59,66,57,61,53,57,58,67,65,38,CB
77,68,76,68,76,70,74,52,74,46,58,80,72,84,68,39,67,51,64,72,74,62,73,77,82,74,67,59,49,RM
77,68,76,68,76,70,74,52,74,46,58,80,72,84,68,39,67,51,64,72,74,62,73,77,82,74,67,59,49,RB
69,48,71,60,70,64,52,44,60,60,68,67,16,85,47,55,24,45,67,55,58,61,14,75,72,13,81,54,60,ST
63,70,66,59,75,67,67,59,72,52,59,60,47,57,69,73,51,45,64,69,72,75,49,61,50,49,59,67,49,CAM
63,70,66,59,75,67,67,59,72,52,59,60,47,57,69,73,51,45,64,69,72,75,49,61,50,49,59,67,49,LM
63,70,66,59,75,67,67,59,72,52,59,60,47,57,69,73,51,45,64,69,72,75,49,61,50,49,59,67,49,CDM
63,70,66,59,75,67,67,59,72,52,59,60,47,57,69,73,51,45,64,69,72,75,49,61,50,49,59,67,49,CM
68,40,63,61,71,64,68,67,65,58,58,63,51,59,56,52,48,63,62,61,70,53,38,73,59,51,52,70,61,ST
68,40,63,61,71,64,68,67,65,58,58,63,51,59,56,52,48,63,62,61,70,53,38,73,59,51,52,70,61,CAM
74,61,67,61,61,62,80,79,63,61,36,52,44,59,59,50,40,58,69,69,64,36,34,74,71,27,69,67,33,LW
74,61,67,61,61,62,80,79,63,61,36,52,44,59,59,50,40,58,69,69,64,36,34,74,71,27,69,67,33,LM
86,79,72,64,64,48,65,40,66,48,35,58,61,63,41,38,62,50,63,69,56,73,61,83,77,63,69,54,28,RWB
86,79,72,64,64,48,65,40,66,48,35,58,61,63,41,38,62,50,63,69,56,73,61,83,77,63,69,54,28,RB
82,76,73,58,70,63,48,68,73,68,64,68,43,45,40,69,29,75,70,73,68,78,34,82,78,37,63,59,59,ST
82,76,73,58,70,63,48,68,73,68,64,68,43,45,40,69,29,75,70,73,68,78,34,82,78,37,63,59,59,RM
82,76,73,58,70,63,48,68,73,68,64,68,43,45,40,69,29,75,70,73,68,78,34,82,78,37,63,59,59,LM
54,57,72,75,65,60,48,50,63,55,53,43,53,79,62,43,41,45,53,59,60,54,45,69,78,52,70,63,39,CDM
54,57,72,75,65,60,48,50,63,55,53,43,53,79,62,43,41,45,53,59,60,54,45,69,78,52,70,63,39,CM
46,81,53,46,59,65,56,44,52,21,43,80,74,78,54,56,72,54,51,66,64,82,74,57,67,75,85,51,34,CB
61,35,61,52,58,51,61,53,59,58,51,49,26,60,49,55,29,55,52,52,51,54,37,62,55,38,56,55,45,CAM
61,35,61,52,58,51,61,53,59,58,51,49,26,60,49,55,29,55,52,52,51,54,37,62,55,38,56,55,45,LM
68,82,61,61,72,73,62,57,59,57,54,72,72,73,71,67,73,66,65,81,76,72,74,70,87,70,72,56,44,CM
68,82,61,61,72,73,62,57,59,57,54,72,72,73,71,67,73,66,65,81,76,72,74,70,87,70,72,56,44,CDM
69,79,75,76,80,80,71,54,71,33,59,61,72,73,77,76,71,73,70,76,80,74,67,67,90,71,68,78,47,CDM
69,79,75,76,80,80,71,54,71,33,59,61,72,73,77,76,71,73,70,76,80,74,67,67,90,71,68,78,47,CM
84,62,92,77,86,79,82,86,87,75,79,46,31,39,79,83,15,72,77,80,81,85,20,78,74,22,62,80,75,LM
84,62,92,77,86,79,82,86,87,75,79,46,31,39,79,83,15,72,77,80,81,85,20,78,74,22,62,80,75,CAM
84,62,92,77,86,79,82,86,87,75,79,46,31,39,79,83,15,72,77,80,81,85,20,78,74,22,62,80,75,RW
84,62,92,77,86,79,82,86,87,75,79,46,31,39,79,83,15,72,77,80,81,85,20,78,74,22,62,80,75,LW
72,48,60,64,55,44,55,46,55,33,33,49,43,65,51,37,44,41,56,44,54,51,52,68,59,47,52,48,38,CM
72,48,60,64,55,44,55,46,55,33,33,49,43,65,51,37,44,41,56,44,54,51,52,68,59,47,52,48,38,LB
67,38,70,67,63,60,52,50,66,41,49,38,23,62,48,52,26,48,47,46,54,53,35,66,45,32,47,49,47,LM
67,38,70,67,63,60,52,50,66,41,49,38,23,62,48,52,26,48,47,46,54,53,35,66,45,32,47,49,47,RM
67,38,70,67,63,60,52,50,66,41,49,38,23,62,48,52,26,48,47,46,54,53,35,66,45,32,47,49,47,CAM
71,32,80,70,73,57,41,46,78,57,37,53,18,67,49,59,17,54,63,61,55,55,18,72,63,20,60,50,56,RM
71,32,80,70,73,57,41,46,78,57,37,53,18,67,49,59,17,54,63,61,55,55,18,72,63,20,60,50,56,LM
71,32,80,70,73,57,41,46,78,57,37,53,18,67,49,59,17,54,63,61,55,55,18,72,63,20,60,50,56,CAM
71,32,80,70,73,57,41,46,78,57,37,53,18,67,49,59,17,54,63,61,55,55,18,72,63,20,60,50,56,ST
59,63,60,58,62,58,39,28,51,41,29,55,66,77,63,38,66,37,41,64,63,43,56,67,63,55,64,52,37,CM
59,63,60,58,62,58,39,28,51,41,29,55,66,77,63,38,66,37,41,64,63,43,56,67,63,55,64,52,37,CDM
59,63,60,58,62,58,39,28,51,41,29,55,66,77,63,38,66,37,41,64,63,43,56,67,63,55,64,52,37,CB
69,45,61,73,67,65,54,53,75,56,63,48,39,64,63,61,25,60,64,66,70,55,38,67,53,35,58,71,35,LM
69,45,61,73,67,65,54,53,75,56,63,48,39,64,63,61,25,60,64,66,70,55,38,67,53,35,58,71,35,RM
69,45,61,73,67,65,54,53,75,56,63,48,39,64,63,61,25,60,64,66,70,55,38,67,53,35,58,71,35,CAM
68,73,66,59,84,76,56,72,81,69,66,86,78,85,77,72,67,38,79,77,79,83,69,73,85,73,86,77,68,CAM
68,73,66,59,84,76,56,72,81,69,66,86,78,85,77,72,67,38,79,77,79,83,69,73,85,73,86,77,68,CM
52,77,63,67,64,68,54,34,47,57,58,72,74,65,63,59,65,66,64,67,67,68,67,50,73,69,70,66,44,CM
52,77,63,67,64,68,54,34,47,57,58,72,74,65,63,59,65,66,64,67,67,68,67,50,73,69,70,66,44,CDM
65,74,70,83,60,59,53,51,55,34,58,55,59,63,56,51,59,64,40,59,59,57,54,61,59,55,62,46,40,CM
65,74,70,83,60,59,53,51,55,34,58,55,59,63,56,51,59,64,40,59,59,57,54,61,59,55,62,46,40,CDM
69,83,71,63,71,81,69,65,66,76,71,67,42,86,53,67,43,71,72,77,73,74,31,67,71,20,81,76,70,ST
74,32,66,75,56,53,52,52,67,62,45,61,41,46,53,68,26,53,63,60,50,64,32,74,59,34,63,41,56,RB
74,32,66,75,56,53,52,52,67,62,45,61,41,46,53,68,26,53,63,60,50,64,32,74,59,34,63,41,56,RM
69,60,68,76,65,55,60,44,66,30,29,49,66,69,67,46,63,34,48,52,61,45,65,68,64,67,58,50,28,LB
69,60,68,76,65,55,60,44,66,30,29,49,66,69,67,46,63,34,48,52,61,45,65,68,64,67,58,50,28,CB
67,48,74,74,72,67,54,55,70,55,53,53,44,57,66,48,39,60,58,59,71,62,51,65,59,58,56,70,50,CAM
67,48,74,74,72,67,54,55,70,55,53,53,44,57,66,48,39,60,58,59,71,62,51,65,59,58,56,70,50,CM
76,72,70,56,66,60,63,66,68,62,58,60,27,72,55,61,34,67,63,63,63,73,32,78,62,42,76,60,61,RW
76,72,70,56,66,60,63,66,68,62,58,60,27,72,55,61,34,67,63,63,63,73,32,78,62,42,76,60,61,RM
76,72,70,56,66,60,63,66,68,62,58,60,27,72,55,61,34,67,63,63,63,73,32,78,62,42,76,60,61,ST
77,68,82,76,70,60,51,47,72,69,56,51,26,75,40,60,16,57,71,63,60,77,12,79,64,30,71,57,54,ST
80,30,91,85,66,63,61,68,78,58,40,44,15,66,39,67,14,57,59,69,59,64,15,75,67,16,59,60,62,RW
66,72,71,55,62,73,74,54,71,52,46,67,71,67,52,42,75,67,42,74,68,46,71,82,79,75,66,45,43,CB
66,72,71,55,62,73,74,54,71,52,46,67,71,67,52,42,75,67,42,74,68,46,71,82,79,75,66,45,43,RB
74,32,68,75,62,57,66,42,65,59,36,48,21,36,56,43,22,59,64,42,58,67,25,77,66,19,52,66,54,LW
72,59,68,67,65,59,70,57,65,59,60,48,69,69,67,63,50,36,64,54,71,62,58,69,75,62,66,74,55,CM
71,59,69,77,61,58,66,67,60,60,63,55,58,58,64,62,58,42,62,60,64,68,64,62,60,66,60,58,66,RM
71,59,69,77,61,58,66,67,60,60,63,55,58,58,64,62,58,42,62,60,64,68,64,62,60,66,60,58,66,LB
86,65,82,77,78,76,77,61,77,64,60,43,42,65,74,66,53,49,68,70,78,70,57,90,92,53,60,68,49,LM
72,59,74,74,60,58,54,47,62,49,49,38,53,44,53,38,51,53,62,55,60,70,57,74,75,60,64,48,49,RB
70,38,68,76,61,60,43,54,64,56,34,56,23,62,42,52,16,61,54,55,58,62,13,75,55,18,68,51,64,ST
53,60,43,53,54,48,27,27,45,29,28,66,63,72,59,22,65,41,33,58,60,42,62,55,69,62,74,46,32,CB
58,61,76,75,64,61,56,58,67,40,45,49,63,70,66,52,68,51,65,68,71,47,60,54,61,66,71,59,40,CDM
74,76,76,75,59,56,65,53,51,34,41,53,66,72,61,31,63,45,45,67,68,35,61,73,77,66,52,59,33,CM
74,76,76,75,59,56,65,53,51,34,41,53,66,72,61,31,63,45,45,67,68,35,61,73,77,66,52,59,33,RB
74,76,76,75,59,56,65,53,51,34,41,53,66,72,61,31,63,45,45,67,68,35,61,73,77,66,52,59,33,CDM
81,76,75,69,73,69,60,42,69,51,44,59,84,66,68,56,67,47,57,73,72,52,62,70,82,64,58,72,42,CDM
81,76,75,69,73,69,60,42,69,51,44,59,84,66,68,56,67,47,57,73,72,52,62,70,82,64,58,72,42,CM
72,35,68,64,56,52,48,54,64,61,36,58,17,54,38,58,18,62,57,55,54,66,15,77,70,16,71,55,60,ST
69,44,72,57,71,64,60,60,71,64,36,57,25,62,59,62,29,49,56,61,65,66,28,68,58,22,64,62,58,RM
69,44,72,57,71,64,60,60,71,64,36,57,25,62,59,62,29,49,56,61,65,66,28,68,58,22,64,62,58,CAM
59,57,57,57,48,42,41,31,47,31,40,48,43,55,48,39,39,43,46,44,54,52,48,57,57,42,48,43,34,CM
80,47,80,84,73,70,71,71,73,67,62,35,21,63,59,63,40,71,67,68,69,58,23,73,68,24,48,71,72,LM
80,47,80,84,73,70,71,71,73,67,62,35,21,63,59,63,40,71,67,68,69,58,23,73,68,24,48,71,72,LW
80,32,78,79,72,65,61,70,70,66,46,48,23,62,55,57,28,59,64,63,63,59,35,82,70,30,49,61,59,LW
80,32,78,79,72,65,61,70,70,66,46,48,23,62,55,57,28,59,64,63,63,59,35,82,70,30,49,61,59,ST
80,32,78,79,72,65,61,70,70,66,46,48,23,62,55,57,28,59,64,63,63,59,35,82,70,30,49,61,59,LM
68,44,74,71,67,63,51,53,65,52,41,46,27,52,65,63,32,49,57,64,69,64,50,66,62,41,46,65,55,CM
68,44,74,71,67,63,51,53,65,52,41,46,27,52,65,63,32,49,57,64,69,64,50,66,62,41,46,65,55,CAM
75,63,68,70,64,68,69,56,65,51,58,56,62,60,67,61,64,53,57,58,65,63,66,73,73,63,66,59,40,LB
81,69,64,84,49,53,51,52,52,35,38,41,58,60,41,40,52,54,47,56,52,46,55,77,78,57,68,41,39,RW
81,69,64,84,49,53,51,52,52,35,38,41,58,60,41,40,52,54,47,56,52,46,55,77,78,57,68,41,39,RB
78,45,83,84,70,57,63,50,71,62,49,49,38,41,58,68,27,58,53,58,65,70,29,75,66,29,39,55,55,RW
46,34,85,82,61,58,55,57,64,68,59,62,46,54,67,58,26,69,74,76,66,50,26,68,67,25,51,70,76,RM
67,80,75,75,81,81,70,65,78,69,61,59,77,59,80,73,57,62,78,82,81,74,64,71,78,76,73,81,57,CM
88,62,82,71,71,65,67,69,70,58,51,58,60,56,61,67,49,57,60,69,68,70,59,92,82,59,58,64,64,CM
88,62,82,71,71,65,67,69,70,58,51,58,60,56,61,67,49,57,60,69,68,70,59,92,82,59,58,64,64,LM
48,82,44,46,67,74,53,40,61,66,58,77,71,62,65,65,66,69,78,71,70,72,64,58,91,71,84,69,63,CAM
48,82,44,46,67,74,53,40,61,66,58,77,71,62,65,65,66,69,78,71,70,72,64,58,91,71,84,69,63,CB
48,82,44,46,67,74,53,40,61,66,58,77,71,62,65,65,66,69,78,71,70,72,64,58,91,71,84,69,63,CM
68,68,70,72,62,55,65,42,63,57,33,53,63,59,48,39,66,46,49,60,58,43,65,71,74,66,70,39,31,LB
68,68,70,72,62,55,65,42,63,57,33,53,63,59,48,39,66,46,49,60,58,43,65,71,74,66,70,39,31,RB
66,71,73,73,55,52,58,49,47,31,48,53,57,74,38,42,56,52,45,53,54,48,61,69,87,58,59,39,31,RM
66,71,73,73,55,52,58,49,47,31,48,53,57,74,38,42,56,52,45,53,54,48,61,69,87,58,59,39,31,RB
82,54,89,72,70,67,58,59,67,71,39,68,23,92,59,62,19,67,65,64,60,66,20,81,67,27,66,60,62,LM
82,54,89,72,70,67,58,59,67,71,39,68,23,92,59,62,19,67,65,64,60,66,20,81,67,27,66,60,62,ST
64,73,70,74,54,54,53,53,56,35,45,49,56,67,51,49,56,50,44,55,53,57,55,59,55,58,67,37,42,LB
71,49,65,80,49,43,55,43,57,32,38,41,37,59,49,30,33,44,49,54,62,46,43,74,50,38,42,40,36,LM
65,51,68,68,66,54,47,66,65,39,51,55,53,59,63,65,42,52,53,56,65,63,53,62,55,48,55,57,58,CAM
59,68,57,61,66,66,61,42,71,59,43,72,72,71,71,64,70,51,41,73,73,54,74,55,72,75,73,71,41,RM
59,68,57,61,66,66,61,42,71,59,43,72,72,71,71,64,70,51,41,73,73,54,74,55,72,75,73,71,41,CM
59,68,57,61,66,66,61,42,71,59,43,72,72,71,71,64,70,51,41,73,73,54,74,55,72,75,73,71,41,CDM
66,60,64,70,64,62,58,64,62,64,57,56,55,63,63,63,52,52,54,69,62,59,58,56,62,62,61,65,46,CAM
66,60,64,70,64,62,58,64,62,64,57,56,55,63,63,63,52,52,54,69,62,59,58,56,62,62,61,65,46,CM
67,66,70,66,61,58,70,60,58,50,40,63,59,70,54,57,64,33,58,65,62,70,64,69,65,66,60,56,40,RB
57,60,56,76,54,48,48,47,53,37,41,51,57,58,57,44,54,50,45,54,63,53,56,54,66,53,48,58,39,CM
80,45,73,57,79,63,73,56,77,69,54,64,20,82,55,58,22,68,72,68,68,80,24,88,65,33,84,61,55,ST
80,45,73,57,79,63,73,56,77,69,54,64,20,82,55,58,22,68,72,68,68,80,24,88,65,33,84,61,55,RM
80,45,73,57,79,63,73,56,77,69,54,64,20,82,55,58,22,68,72,68,68,80,24,88,65,33,84,61,55,LM
66,60,68,66,64,51,49,55,66,41,38,39,57,60,54,42,48,47,47,49,58,54,50,66,76,56,60,52,38,LM
54,66,53,58,56,49,36,38,46,33,33,58,59,71,59,26,59,35,37,57,67,43,64,55,67,66,76,46,39,CDM
54,66,53,58,56,49,36,38,46,33,33,58,59,71,59,26,59,35,37,57,67,43,64,55,67,66,76,46,39,CB
82,22,80,65,60,55,61,56,62,60,55,64,14,54,57,52,18,60,62,55,64,52,16,83,53,13,61,49,42,LM
77,60,65,68,68,65,72,60,68,34,47,59,65,72,63,57,66,52,65,65,65,61,68,84,69,67,62,58,32,RWB
77,60,65,68,68,65,72,60,68,34,47,59,65,72,63,57,66,52,65,65,65,61,68,84,69,67,62,58,32,LB
77,60,65,68,68,65,72,60,68,34,47,59,65,72,63,57,66,52,65,65,65,61,68,84,69,67,62,58,32,RB
55,84,57,68,68,72,53,47,48,35,56,50,80,60,72,58,68,47,57,75,74,54,71,52,74,77,72,67,27,CM
55,84,57,68,68,72,53,47,48,35,56,50,80,60,72,58,68,47,57,75,74,54,71,52,74,77,72,67,27,CDM
75,65,77,75,78,67,77,78,77,72,75,54,66,63,76,75,39,67,75,74,78,78,45,72,77,52,65,76,75,CDM
75,65,77,75,78,67,77,78,77,72,75,54,66,63,76,75,39,67,75,74,78,78,45,72,77,52,65,76,75,RM
75,65,77,75,78,67,77,78,77,72,75,54,66,63,76,75,39,67,75,74,78,78,45,72,77,52,65,76,75,CM
70,72,68,68,64,66,69,70,64,41,68,55,64,57,65,55,66,46,60,66,65,63,66,66,65,66,70,59,53,RB
59,74,65,72,72,59,56,58,56,53,54,59,72,61,67,66,73,47,44,68,73,68,64,66,80,68,65,56,51,CDM
59,74,65,72,72,59,56,58,56,53,54,59,72,61,67,66,73,47,44,68,73,68,64,66,80,68,65,56,51,CM
75,65,81,85,64,59,57,25,58,35,15,48,56,75,48,32,60,30,32,54,58,38,65,73,75,60,63,36,22,LB
70,57,64,70,67,68,58,65,64,53,67,50,53,57,61,45,53,62,61,62,69,41,55,73,62,59,67,70,42,CM
70,57,64,70,67,68,58,65,64,53,67,50,53,57,61,45,53,62,61,62,69,41,55,73,62,59,67,70,42,CAM
64,50,62,69,53,49,34,30,49,30,38,46,43,59,59,36,32,39,46,53,54,52,47,54,57,47,59,50,30,CM
56,56,59,57,76,78,68,72,75,64,65,58,59,41,72,63,58,68,69,68,74,67,55,64,62,60,72,74,66,CF
