Name,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
D. Łukasik,66,54,63,66,71,57,61,62,65,63,29,63,15,7,9,10,16,53,77,55,65,58,61,45,59,57,62,57,61,53,73,69,71,64,40,CDM 
T. Tawatha,69,79,57,77,78,70,61,72,57,72,29,32,11,14,9,9,6,59,60,72,59,27,63,33,54,66,70,51,70,78,66,71,63,52,34,LB 
N. Al Mousa,59,52,53,74,63,58,45,56,55,54,49,57,12,15,12,9,11,45,47,73,56,54,52,37,57,62,62,53,53,71,84,57,71,48,30,CAM
H. Phillips,52,70,36,64,79,56,52,38,47,56,45,43,6,5,12,7,9,39,27,61,48,34,30,43,44,52,50,53,34,66,59,26,53,48,38,CM
R. Mphahlele,71,74,39,59,69,72,71,68,45,64,24,42,11,13,9,13,13,63,69,63,67,29,72,36,49,59,64,32,73,72,73,77,71,49,32,CB
M. Hassen,69,48,20,63,51,24,29,20,10,13,15,14,75,63,64,68,72,16,16,69,23,14,12,21,12,62,24,18,12,48,30,16,45,31,16,GK 
J. Derstroff,65,74,44,75,67,68,56,56,57,69,61,45,12,11,9,12,12,60,22,59,48,61,16,67,61,67,62,66,17,80,57,18,58,62,67,RM
S. Padoin,73,69,68,69,79,75,76,76,73,74,51,68,5,4,5,5,4,68,72,69,75,73,70,70,72,70,75,74,74,69,69,74,65,72,63,RB
Y. Bavin,64,56,45,71,77,57,53,41,42,59,50,44,10,14,11,7,8,43,66,75,59,48,65,37,46,67,66,67,64,58,79,62,68,42,50,CDM 
Botía,75,55,84,58,51,62,68,44,49,51,56,32,12,13,16,8,8,78,72,75,67,46,73,29,53,67,60,74,72,62,70,75,84,44,30,CB 
A. Lambertz,66,68,87,72,80,61,66,65,59,65,59,56,14,14,11,13,8,57,69,80,63,63,69,58,62,68,64,66,65,66,81,65,67,61,53,CM
Nono,68,77,42,79,83,69,56,71,65,68,60,52,10,11,11,12,11,47,31,68,65,63,22,53,61,64,66,73,27,75,63,24,29,62,45,RM
B. Addae,67,76,66,73,73,69,61,64,60,67,48,41,15,10,15,7,7,57,61,85,63,74,62,47,55,70,67,77,72,81,75,63,79,65,67,CDM
F. Heerkens,66,53,61,44,58,56,63,57,22,53,20,27,16,16,15,8,10,67,70,76,55,23,65,43,36,62,65,39,69,67,64,69,73,50,23,RB
J. Sánchez,63,70,59,63,76,60,53,60,54,52,38,36,10,10,12,12,7,60,62,62,52,39,59,44,45,53,58,46,60,74,72,65,55,35,33,RB 
Y. Kasim,67,62,64,74,73,71,78,53+1,59+1,63,48,61,13,8,12,7,16,56,63,71,69,49,58,46,54,60,72,59,59,63,72,60,72,66,51,CDM
P. Quiñonez,70,73,71,68,80,70,69,71,56,60,61,74,14,7,15,16,13,66,72,61,73,78,60,68,52,78,75,83,59,72,72,67,35,67,68,CDM
D. Boysen,66,79,73,82,77,66,60,59,53,68,65,53,15,15,12,10,14,54,31,57,46,58,41,56,61,67,60,65,26,78,72,26,65,63,63,RM
M. Hamzi,61,84,61,79,74,63,55,52,35,62,56,33,12,7,14,13,12,47,16,73,46,48,19,51,65,56,58,56,14,78,52,13,41,43,35,CAM
C. Ndiaye,60,64,33,47,61,53,50,48,41,61,59,29,13,6,13,7,7,60,11,61,28,53,18,58,57,53,53,63,14,72,53,16,74,45,43,ST 
A. Damen,65,50,45,49,48,22,24,15,17,18,16,16,67,59,64,67,64,19,24,66,45,19,19,23,14,59,31,45,18,46,27,12,70,26,16,GK 
C. Barrett,64,54,65,53,65,64,64,44,59,58,62,55,8,14,7,15,12,64,40,65,45,57,32,63,67,63,59,69,26,53,51,27,74,54,60,ST
E. Bennett,69,80,56,73,72,67,59,69,64,68,60,66,8,13,8,10,8,38,48,51,65,74,52,64,64,59,67,72,64,79,77,61,67,66,64,LM
T. Hornby-Forbes,56,73,49,66,65,53,53,49,26,49,24,27,12,10,9,9,13,45,51,62,24,30,52,37,53,55,27,24,60,69,59,61,58,32,29,RB
M. Solheim,65,65,67,60,68,63,60,61,54,55,42,46,9,7,7,14,11,65,60,83,62,53,60,43,39,62,58,62,63,71,87,62,70,51,53,LB
S. Barry,63,78,69,68,69,65,60,65,53,68,45,32,12,8,12,6,7,52,49,81,54,41,57,43,59,59,62,63,65,81,72,63,73,49,40,RM
S. Marzo,70,70,75,68,72,66,68,64,32,62,22,40,7,11,6,14,14,55,72,63,63,20,71,45,58,66,64,42,69,73,83,70,64,49,29,RB 
J. Basanta,74,64,76,36,42,60,71,51,55,55,41,40,9,10,10,8,14,77,76,74,61,52,74,47,49,76,62,67,71,61,57,73,75,39,45,CB 
Nuno Cedrim,67,72,40,62,75,75,59,72,83,72,50,68,7,11,12,11,8,56,45,58,76,46,35,71,72,69,73,71,23,71,60,22,74,51,59,RM
Fu Huan,63,71,59,61,68,48+5,40,68,43+3,60+5,27,37,14,11,12,15,6,42,55+2,60,71,23,60,42,56+3,59+10,64,31,70,66+6,66+2,67,49,49+14,23,LB
H. Galdamos,70,79,62,80,86,67,66,65,60,61,40,51,8,9,9,7,13,47,69,66,61,42,69,53,48,68,68,55,72,77,72,71,45,56,41,RB 
L. Mazzitelli,73,66,71,61,68,77,67,68,66,71,40,45,12,7,8,8,10,60,70,61,76,72,64,44,65,71,78,73,68,65,69,70,64,75,65,CM
Kwak Tae Hwi,64,51,73,33,54,55,60,23,65,25,34,62,14,8,16,10,11,67,61,78,55,41,60,65,35,63,60,66,57,47,49,62,74,37,47,CB 
A. Koné,74,75,47,73,61,75,72,61,57,73,73,56,10,6,7,12,7,71,28,78,49,68,22,67,73,71,67,78,26,76,73,43,79,66,71,RM
S. Binakaj,63,78,34,82,76,64,57,59,60,65,53,37,9,14,10,8,8,39,24,60,50,52,26,54,60,65,60,63,23,79,76,29,65,56,44,LW
M. González,71,61,77,72,75,75,73,75,71,75,71,73,15,10,8,14,8,62,60,61,68,77,50,60,68,66,72,78,49,60,65,55,67,73,65,CM
J. Pickford,77,48,23,33,46,38,51,17,18,14,19,16,77,76,85,73,82,15,24,59,53,13,14,41,18,68,50,31,12,41,44,20,50,66,20,GK 
J. Ferri,75,69,82,78,90,75,75,65,71,72,60,55,7,11,11,15,15,53,71,63,76,78,62,54,67,73,78,78,64,64,74,74,69,73,56,CM 
M. Beerman,63,89,49,89,86,62,61,54,28,67,21,31,12,13,11,7,6,44,56,64,52,60,58,38,41,58,59,29,59,85,75,61,54,39,26,LB
I. Kecojević,64,60,62,39,32,53,60,46,28,28,25,31,8,14,16,9,8,67,58,76,38,29,55,40,30,53,53,42,64,49,59,67,81,32,30,CB 
K. Gipson,60,75,59,69,72,52,44,42,41,53,31,31,14,12,10,14,8,58,56,82,40,28,58,36,42,55,56,44,62,76,63,63,63,37,26,RB 
B. Whiteman,63,73,67,72,75,63,66,57,56,64,62,56,8,7,8,6,6,54,56,68,68,65,54,40,65,55,70,57,57,70,74,56,66,65,48,CM
G. Celis,75,66,85,75,72,68,68,41,33,67,52,31,13,9,11,7,7,67,72,72,74,34,76,37,58-1,72,78,57,65,72,85,74,75,67-1,27,CDM 
A. Sebrino,66,85,74,68,72,57,58,42,55,63,65,58,12,16,8,9,13,68,33,84,44,72,34,56,62,56,62,70,43,78,81,44,67,46,67,ST 
E. Agyiri,62,70,64,69,63,63,57,48,63,61,44,65,13,13,6,11,14,52,45,54,64,49,47,56,62,62,68,67,54,61,61,56,56,62,51,CM 
C. Guanca,59,69,45,66,64,61,67,50,42,62,62,25,9,12,7,8,16,51,36,59,45,61,30,44,53,53,60,65,33,68,64,31,72,45,52,ST
Ayala,65,70,71,71,59,62,57,61,45,36,27,34,14,10,7,11,16,66,61,80,53,38,64,42,32,57,67,46,67,71,67,58,69,38,33,LB
H. Monaghan,56,56,57,54,63,55,55,54,47,56,52,47,14,10,7,8,12,56,54,53,57,50,53,48,52,53,57,50,56,58,65,59,60,52,48,CM
Juankar,74,75,76,78,69,78,74,78,76,72,55,50,10,9,11,8,6,57,69,68,69,64,68,55,75,81,76,73,71,79,77,67,63,53,80,LB
C. Atsu,76,94,49,89,92,76,64,67,70,79,65,55,13,12,12,10,9,50,35,68,65,66,29,73,73,73,75,72,35,90+1,75+19,37,46,70,58,LM
M. Osuna,68,65,56,64,63,66,56,59,63,65,52,58,14,6,10,15,12,63,69,81,64,70,66,71,41,66,68,76,63,68,75,73,65,58,56,RB
A. Piech,66,75,71,73,80,64,60,50,52,65,68,37,6,16,15,8,9,67,31,80,47,53,24,69,70,51,53,62,30,78,70,42,65,51,71,ST 
J. Sambia,67,76,60,80,70,68,68,68,67,73,64,75,9,11,14,11,16,59,61,79,70,68,56,63,57,65,66,79,58,82,79,63,59,70,61,CDM
M. Sperduti,73,77,33,79,66,72,68,78,66,74,65,35,14,11,8,8,10,62,33,44,62,66,33,48,71,73,67,76,25,75,72,22,71,66,72,LM
Sergi Roberto,81,76,64,69,74,80,72,81,70,74,64,61,14,16,11,15,10,62,81,52,77,66,80,57,69,78,85,65,81,78,78,82,75,80,46,CM
J. Roa,68,76,74,71,77,69,63,64,37,68,30,30,12,11,9,12,10,56,65,84,67,65,63,34,72,65,66,55,67,74,92,66,74,67,54,CM
Souza,70,68,75,69,59,71,60,67,69,69,56,76,8,7,15,13,14,56,66,60,68,70,65,71,65,75,70,76,65,67,77,65,70,69,64,CDM
R. Bertrand,80,79,73,76,68,79,76,82,74,77,50,66,11,13,15,10,15,69,77,71,70,54,79,52,63,76,76,59,82,79,83,82,73,51,43,LB 
R. Wintle,51,61,42,74,91,53,40+1,45+1,41,54,48,43,7,16,8,13,10,40,40,68,48,44,31-1,41,47,44,52,51,44,62,61+6,47+1,33,48,37,CM 
K. Yamamoto,62,67,44,71,60,65,65,59,56,67,40,53,13,12,8,14,5,44,45,63,63,59,40,52,49,59,65,52,56,74,64,59,79,62,45,RB
M. Pfitzner,66,57,80,68,65,64,67,58,61,62,57,53,10,12,8,16,9,49,66,68,60,65,61,66,61,60,64,71,66,59,80,67,72,54,58,CDM
J. Sala,73,74,77,71,73,73,70,74,71,73,51,69,10,12,8,5,5,64,71,69,70,73,68,65,71,73,72,74,70,77,79,72,73,71,70,CM
Akieme,62,73,65,71,80,56,49,61,33,50,26,36,8,11,14,15,13,48,57,72,43,44,54,40,47,55,58,53,63,72,69,61,58,40,21,LB 
J. Dorlans,73,69,71,64,43,63,70,49,43,44,43,45,11,8,10,10,9,73,69,52,71,51,75,75,37,73,53,57,74,77,41,76,84,47,44,CB
L. Goujon,67,61,55,51,70,71,71,54,34,65,41,29,12,11,9,12,14,61,68,79,67,54,64,42,68,59,72,52,63,61,70,66,61,59,42,CDM
Iván López,72,81,66,74,80,71,61,72,73,72,52,39,14,11,11,10,10,52,70,67,66,65,66,49,59,65,70,68,74,78,67,73,66,63,47,RWB
M. Araai,58,57,38,73,80,61,57,64,64,63,59,55,12,6,5,14,10,33,26,53,59,53,37,52,39,50,60,62,41,64,47,28,44,57,56,RM
R. Andrich,65,64,53,56,57,68,64,63,69,63,46,71,7,9,10,13,15,57,61,63,62,54,56,56,58,60,70,59,57,68,75,61,76,59,38,CDM
E. Quiñones,67,88,69,69,75,62,68,60,29,63,66,26,7,10,12,10,14,42,18,47,56,71,19,61,68,64,69,77,21,79,67,17,85,59,43,ST
S. Sarr,65,51,77,45,32,65,57,41,36,59,51,42,12,7,6,10,5,78,63,73,58,56,57,44,59,62,64,73,53,66,80,64,85,56,41,CM
Y. Okubo,71,37,50,78,78,70,67,53,71,70,72,68,10,16,9,15,15,68,13,41,60,69,13,78,80,75,65,77,14,57,55,20,64,65,75,CAM
G. Martin,61,64,54,54,57,57,45,34,30,57,60,32,12,8,7,15,7,64,24,61,42,57,22,57,59,60,59,67,20,56,45,24,59,68,46,ST 
D. Ryan,59,61,54,48,60,53,52,28,31,46,21,31,7,9,6,13,7,57,58,70,37,29,53,42,28,54,53,45,59,66,60,60,67,32,34,CB
Dai Wai-Tsun,54,71,38,78,74,53,40,39,33,48,30,30,7,7,7,5,6,48,53,58,51,27,47,40,25,55,58,43,53,72,65,54,42,53,25,RM
J. Bègue,66,74,59,84,89,65,61,65,64,63,71,58,15,7,11,7,11,65,15,80,61,69,22,63,61,55,62,72,16,75,66,17,42,63,67,ST
A. Messaoud,67,66,51,68,66,71,63,61,71,69,64,67,6,14,6,13,15,39,34,44,64,66,19,58,66,56,69,59,24,60,57,22,63,64,62,CAM 
Luis Marleiro,66,85,74,68,72,57,58,42,55,63,65,58,12,16,8,9,13,68,33,84,44,72,34,56,62,56,62,70,43,78,81,44,67,46,67,ST 
H. Iikura,66,26,23,37,45,13,37,11,14,7,9,11,64,67,58,69,63,14,14,63,27,5,7,10,5,62,23,21,11,24,41,14,60,27,9,GK 
J. O'Doherty,60,76,79,79,76,61,54,54,53,62,54,36,10,7,14,9,10,44,46,63,50,57,38,54,53,54,54,58,34,78,61,35,48,51,42,LW
Sérgio Espinho,70,67,66,51,59,61,62,66,53,62,45,57,15,14,12,9,13,71,73,71,67,46,72,61,47,62,68,51,73,66,73,74,72,62,55,RB
E. Manjedo,67,71,44,72,74,71,67,68,65,77,61,66,15,8,18,11,7,41,43,61,51,62,33,67,66,71,56,63,32,73,66,33,71,61,64,CAM
R. Carrera,69,83,52,70,70,62,63,74,72,66,65,73,14,16,15,8,12,64,45,91,59,66,37,65,68,69,59,71,39,81,77,41,73,70,58,LM
Nacho Fernández,81,72,74,60,68,74,73,70,55,55,32,37,12,7,10,15,7,80,81,81,61,28,81,45,37,72,77,54,83,80,79,82,78,53,38,RB
A. Blake,75,43,27,48,42,28,43,12,24,11,13,12,78+3,69+1,67+4,69+1,83+3,24,15,70,33,11,12,19,12,71,32,14,13,49+8,41+20,14,68+6,11,11,GK 
R. Willmott,61,82,56,80,74,58,52,56,54,62,51,57,8,6,7,13,13,37,57,33,43,57,53,45,47,56,56,66,48,82,75,52,59,57,47,LW
Mikel San José,80,38,74,47,55,79,70,47,31,70,69,44,10,6,10,8,16,82,83,77,82,78,72,51,70,82,83,71,74,47,79,85,79,77,70,CM 
A. Al Fraidi,68,61,66,82,67,70,70,63,68,72,66,63,14,13,14,13,13,54,51,64,65,59,43,55,65,64,69,61,55,54,65,60,64,67,56,RM
Juanmi,77,80,57,79,79,81,70,64,60,80,80,57,11,6,9,12,9,73,23,75,53,73,25,63,83,81,74,70,25,78,64,28,47,72,74,CAM
K. Boutaïb,71,67,62,61,57,74,68,44,46,65,77,32,13,12,10,10,7,73,27,67,56,69,32,66,72,57,59,77,35,53,62,34,79,57,72,ST
J. Mellis,64,51,60,48,60,62,67,61,61,63,62,62,14,7,13,16,10,51,51,60,61,63,50,61,63,61,66,66,47,50,60,51,70,76,63,CAM
E. Banega,83,71,69,84,86,85,82,80,83,83,65,81,13,8,7,7,10,45,70,58,85,77,57,67,75,78,88,74,61,67,66,69,67,85,65,CM
R. Schoofs,71,67,64,72,70,69,67,71,70,64,57,72,8,6,13,8,14,53,67,65,75,69,47,53,63,70,74,71,62,64,75,60,58,72,64,CM
R. Maniero,70,63,52,71,56,69,70,40,62,59,71,32,8,11,9,9,12,70,20,80,50,62,11,74,75,68,60,69,13,61,73,18,81,55,62,ST 
M. Wilson,73,58,72,62,61,67,66,66,44,63,48,67,13,6,14,7,9,69,74,66,67,62,74,56,56,72,64,74,74,61,71,76,70,68,51,LB
J. Cook,62,74,44,87,80,62,51,58,66,61,57,53,6,8,12,7,11,57,19,63,55,57,15,60,62,55,61,55,35,72,75,40,60,57,54,CAM
Y. Mena,65,92,43,82,90,53,63,55,53,57,62,41,9,13,16,13,13,61,34,92,57,58,24,59,66,65,60,70,21,92,72,25,57,58,64,ST
N. Law,67,73,56,74,71,65,67,59,63,65,56,63,16,8,16,16,16,50,59,72,53,48,43,62,68,69,61,60,42,71,92,45,62,71,43,LM
R. Martínez,63,19,20,36,49,12,24,13,13,5,8,13,61,62,60,63,66,14,9,64,24,6,9,13,4,55,22,23,12,27,26,14,50,34,9,GK 
M. Akanji,72,59,45,69,58,74,70,24,26,51,39,27,10,9,13,6,9,75,67,72,65,30,74,40,28,68,71,38,73,54,77,76,76,32,31,CB 
R. Goreux,70,72,81,74,75,68,73,67,68,67,48,66,13,12,11,6,15,58,69,75,64,66,69,58,66,68,67,73,70,71,68,70,62,66,56,RB
M. Stiepermann,69,72,61,67,62,71,68,63,68,73,65,67,8,12,9,7,8,63,64,41,66,70,57,58,64,68,69,78,54,73,82,61,74,66,63,CDM
U. Bozok,63,67,28,64,69,64,60,49,37,67,60,28,9,10,8,12,9,55,13,68,40,55,13,72,68,64,66,61,12,69,61,11,57,64,51,ST 
Guitián,73,64,71,62,63,64,73,35,44,58,36,34,13,7,11,12,15,74,75,84,64,37,68,30,52,68,70,59,71,65,77,69,78,58,31,CB
D. Lopar,66,42,35,44,48,22,45,11,17,14,15,15,68,62,63,63,65,15,19,61,28,15,14,21,16,66,29,13,13,38,31,11,56,12,19,GK 
Luccas Claro,73,49,83,43,62,51,58,38,36,46,24,31,13,15,10,15,14,69,66,91,52,21,73,44,33,68,57,56,70,37,64,74,88,30,14,CB 
A. Matějů,66,75,67,69,70,66,67,63,65,64,28,54,5,11,10,13,8,53,62,72,52,52,67,46,54,61,64,56,68,72,66,66,57,58,33,RB
B. Bayazit,58,23,16,30,32,13,29,12,13,16,9,14,54,61,53,60,57,11,4,56,17,12,8,15,4,48,14,22,10,25,18,11,40,25,8,GK 
J. Duque,71,68,72,74,69,64,66,43,40,53,41,39,11,13,8,10,7,59,78,71,59,32,70,37,50,71,71,47,66,66,84,69,65,61,29,CM
A. Nandzik,68,87,53,85,87,64,61,62,57,61,25,38,9,11,6,14,10,39,64,71,41,25,60,34,55,65,63,39,65,84,83,65,56,56,24,LB 
M. Tonge,63,49,53,55,56,63,74,63,66,54,53,63,15,11,16,16,13,49,50,52,65,59,47,60,56,64,65,64,55,43,57,58,67,68,46,CM 
D. Pavelka,72,64,80,63,64,76,68,61,58,70,52,60,10,8,11,16,11,63,68,66,73,60,66,68,63,71,74,70,65,65,76,69,75,65,59,CDM
L. Navarro,64,52,57,75,59,70,65,68,82,70,57,80,15,15,12,12,7,58,61,45,66,66,59,56,61,63,63,75,52,50,48,61,72,63,55,CM
Vallejo,77,69,74,69,69,67,76,41,29,56,44,31,10,13,15,13,6,74,80,77,75,31,80,45,32,75,76,49,80,77,66,78,69,33,36,CB 
P. Ceccaroni,64,72,60,52,57,54,59,55,32,45,31,27,12,9,12,9,15,65,62,60,47,24,66,37,38,57,53,29,64,72,63,64,65,30,27,LB
J. Collins,76,30,85,28,34,53,63,38,29,38,38,60-4,15,12,10,15,11,80,76,59,65,51,74,51,34,70,59,70,78,32,67,78,87,54,36,CB 
M. Thrane,62,72,46,58,60,64,60,63,49,57,54,49,8,8,11,10,12,41,22,47,54,53,24,52,60,59,59,58,25,67,60,24,72,58,45,CM
Y. Croizet,70,78,54,79,72,71,70,69,66,73,67,62,10,6,16,10,15,53,38,80,64,75,27,63,67,65,67,72,35,76,55,39,68,64,62,RM
M. Udol,64,73+4,63,59,75,59,56,57,35,61,38,37,13,12,12,8,13,63,61,61,53,31,60,44,50,58,60,34,63,78+5,66,67,65,57,35,LB 
D. Arce,67,72,43,68,70,66,62,58,64,68,60,60,14,10,10,11,9,49,28,59,72,58,38,57,60,56,68,68,41,73,73,36,58,64,42,LM
Jhon Cley,68,67,62,67,67,76,50,53,44,73,68,40,13,15,11,14,11,60,36,65,64,64,17,57,61,58,69,69,20,68,65,23,71,58,50,CM
B. Wilson,61,76,38,61,78,66,63,53,57,65,42,46,7,9,14,8,14,47,35,50,63,51,57,49,56,57,65,58,60,77,66,60,68,56,56,CM 
Pablo Fernández,63,68,32,66,66,48,53,49,54,51,70,39,9,5,9,8,7,66,38,72,52,55,35,70,70,57,60,58,32,67,59,32,64,41,59,ST
H. Al Jayzani,61,80,66,77,77,46,32,55,41,53,30,27,14,13,6,11,12,45,55,70,54,26,56,37,48,54,54,51,59,76,90,57,45,34,30,RB 
D. Pollet,70,65,62,58,47,62,62,29,58,52,73,50,8,8,16,13,16,72,23,74,32,70,31,71,72,67,63,80,22,68,68,25,77,49,72,ST 
J. Ruffels,61,57,53,72,70,64,61,52,51,57,43,60,12,9,10,14,10,44,55,53,63,46,46,33,55,61,67,60,52,57,62,50,66,60,39,LB
J. Wright,63,70,70,72,64,65,56,56,59,55,56,58,13,10,10,10,16,49,49,59,65,58,45,62,63,58,67,65,45,62,73,57,70,61,63,CDM
S. Ekramy,69,60,36,42,55,24,55,14,14,12,13,13,65,69,77,64,79,14,15,68,31,13,12,15,10,57,26,23,14,55,23,12,64,44,15,GK 
Y. Cabral,68,45,72,40,48,43,44,33,31,44,23,28,10,7,12,15,9,79,65,56,51,28,67,41,33,64,52,40,65,58,54,68,83,44,31,CB 
A. Sissoko,70,67,74,71,62,73,68,69,54,54,61,47,14,10,10,7,8,61,70,68,67,52,58,52,66,72,69,72,65,69,83,69,74,64,58,CM
F. Brienza,75,72,50,82,91,84,78,76,80,80,56,75,7,10,6,9,5,33,68,50,76,78,46,79,70,76,80,78,58,63,54,54,44,83,74,CAM
F. Fazio,82,31,84,29,32,72,83,44,46,48,41,37,8,9,12,11,14,89,83,40,62,26,85,33,32,82,64,63,79,30,69,84,90,47,35,CB 
T. Lehne Olsen,64,77,54,65,56,63,55,42,68,61,62,70,6,13,11,9,8,60,12,61,52,65,20,66,60,52,61,71,26,75,58,28,72,57,40,LW
P. Kadeřábek,78,77,75,68,66,76,71,85,54,74,56,52,10,11,14,13,7,69,69,68,69,57,74,54,55,76,75,66,75,84,84,76,77,64,57,RWB
M. Wanitzek,65,76,49,78,75,70,60,60,64,67,51,61,15,12,10,13,8,49,36,64,61,45,30,52,56,62,68,62,35,75,65,38,53,65,50,LM
T. Antonis,66,68,60,69,68,68,65,58,63,66,58,60,7,15,16,14,15,45,60,62,67,60,58,64,62,62,69,64,53,67,64,60,63,67,56,CAM
E. Vertainen,51,55,56,59,48,49,49,30,32,43,29,39,11,9,6,15,10,47,43,56,62,50,42,40,25,48,54,65,47,56,64,46,64,50,33,CM 
M. Pajač,66,72,60,59,55,63,65,50,65,65,62,68,6,10,6,7,10,58,49,55,71,70,44,53,59,58,70,70,53,79,68,45,60,62,54,CAM 
F. Menig,65,64,65,59,56,59,55,50,35,45,29,31,11,13,6,13,13,58,68,72,38,28,62,46,28,65,56,39,69,67,77,67,78,46,38,LB 
Mateus,73,78,66,75,72,68,71,67,61,77,71,74,8,6,6,10,15,56,46,74,61,69,34,59,73,71,68,73,33,85,78,31,65,68,70,RM
L. Suárez,70,75,36,88,91,73,61,69,76,81,71,60,11,14,6,15,7,54,15,74,65,70,19,62,55,58,73,56,11,68,46,22,38,75,59,RM
L. Kinsella,59,68,65,58,65,54,49,55,37,56,32,35,15,8,11,14,7,50,56,62,40,47,58,38,41,58,52,29,60,66,60,60,60,46,30,LB
Ademilson,73,87,57,90,63,78,73,50,63,80,72,49,13,11,6,14,8,64,29,81,48,70,30,72,67,65,66,73,22,92,76,31,72,60,64,ST
J. Wilson,67,69,70,66,53,60,61,48,27,58,32,30,13,12,13,6,8,65,66,66,59,21,65,57,31,61,60,30,65,67,69,66,75,52,22,CB
A. Zotov,72,75,68,69,77,74,65,54,50,51,62,44,13,11,11,15,14,48,68,89,71,56,75,58,64,71,76,70,69,78,72,72,61,70,52,CDM
K. Nowak,59,88,36,83,81,60,48,58,52,63,56,43,9,7,7,8,14,22,32,91,55,41,12,53,46,63,55,51,13,83,57,18,62,51,48,CAM 
C. Rizzuto,68,79,81,78,86,61,50,70,64,64,44,48,14,11,6,15,7,40,62,72,58,37,69,63,50,64,66,55,68,65,84,64,66,51,40,RB
D. Crnigoj,62,74,44,73,65,66,58,55,38,64,43,47,10,10,11,14,9,28,39,52,60,54,53,33,51,63,64,62,29,68,66,38,70,59,48,RM
O. Trejo,77,67,70,81,76,80,74,74,74,82,72,72,14,14,7,16,11,66,62,61,72,68,59,70,70,71,78,73,55,74,84,65,69,79,72,CAM
Juan Moreno,61,62,46,73,79,62,49,67,53,68,51,55,5,12,11,15,9,47,43,55,59,53,31,50,54,55,66,46,42,68,33,43,37,56,37,RM 
F. Della Giovanna,60,42,55,54,57,41,53,31,37,29,28,31,10,10,13,12,6,60,56,66,35,29,60,49,31,49,43,47,62,62,38,66,68,39,32,CB 
S. Alibaz,69,76,44,78,84,70,65,68,69,70,55,69,14,6,10,10,11,34,53,64,65,70,17,60,64,66,70,72,32,68,74,42,46,68,66,LM
Vasco Rocha,70,70,59,72,69,73,67,64,66,71,52,65,10,9,9,13,7,53,59,62,71,65,56,69,64,65,74,72,59,65,72,65,68,70,65,CM
J. Valencia,67,70,60,68,61,68,57,26,38,64,64,32,10,7,16,14,7,65,21,72,31,58,16,64,64,65,59,68,17,69,68,18,80,40,58,ST 
I. Rakitić,87,67,67,72,66,87,81,81,88,84,83,84,14,11,12,5,9,58,69,44,92,88,52,78,80,79,87,84,53,64,76,65,63,87,80,CM 
P. Haglund,64,49,81,50,51,62,57,40,48,50,49,42,10,13,7,11,6,75,60,70,62,55,58,58,67,64,65,68,53,55,84,61,79,62,45,CM
E. Tellechea,66,70,65,67,79,64,66,64,46,61,56,44,6,13,9,7,11,59,69,60,65,57,53,51,65,65,70,64,59,72,79,63,69,62,49,CM
J. Blayac,68,63,51,68,56,67,60,42,49,64,69,51,7,7,13,6,13,72,27,55,49,54,31,62,70,64,64,64,34,67,74,26,81,58,53,ST 
D. Miloc,66,64,66,67,68,65,57,55,40,63,33,45,15,10,10,15,7,57,64,57,67,58,60,39,61,67,66,48,56,66,85,65,63,62,34,CM
P. Lasne,74,67,72,69,66,75,70,74,71,73,70,63,8,8,6,7,7,66,73,70,73,75,69,59,71,75,75,78,71,68,73,72,73,72,71,RM
Vinicius Cardenha,73,66,72,71,55,62,73,74,54,71,52,46,16,13,10,12,8,67,71,67,52,42,75,67,42,74,68,46,71,82,79,75,66,45,43,RB
Óscar Pinchi,70,69,39,73,79,76,63,71,61,75,77,44,5,12,6,12,13,44,44,57,59,70,35,47,61,55,70,65,34,68,53,39,51,59,55,ST
A. Weidinger,52,22,22,29,38,18,25,13,13,11,7,12,51,54,56,56,49,10,12,54,23,6,8,10,6,40,23,22,11,23,21,13,60,24,8,GK 
K. Laifis,73,65,72,62,57,68,71,61,62,68,56,59,15,8,13,13,10,75,73,67,74,68,72,54,65,66,71,74,73,68,75,73,72,67,66,LB
S. Bigalke,69,90,38,92,92,70,63,66,65,72,65,69,16,9,15,13,14,33,47,63,53,42,12,50,64,65,68,66,22,77,66,21,31,67,58,ST
R. Singh,61,63,34,62,57,58,46,33,34,60,64,60,13,11,9,13,11,65,13,65,32,55,20,67,56,57,48,60,15,57,66,16,77,47,47,ST 
J. Pirttijoki,57,50,55,44,34,32,44,28,17,20,15,23,6,14,13,15,10,58,51,68,30,22,50,26,20,49,36,34,53,55,61,59,88,32,13,CB 
B. Close,59,74,43,66,70,55,60,53,33,53,36,38,14,8,9,12,10,47,45,61,64,42,46,38,54,47,68,54,51,73,72,53,64,63,35,CM
Wallace Oliveira,69,76,75,72,73,72,58,70,41,71,59,59,13,14,8,11,13,44,61,71,66,60,65,60,63,64,70,75,72,75,76,69,67,59,44,RB 
D. Cure,73,89,65,78,78,72,70,70,55,69,62,65,8,12,14,13,14,62,63,59,63,67,65,67,76,67,65,81,59,89,80,60,77,66,46,LM
